menu_title,positive,negative,very_negative,neutral,reasoning
Bibimbap (Korean Rice Bowl),9,4,0,0,"carrot (positive): Excellent source of potassium, fiber, and antioxidants, which support healthy blood pressure and heart function. | red pepper flake (positive): Contains capsaicin, which may have anti-inflammatory and antioxidant benefits. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | sesame seed (positive): A good source of fiber, healthy fats, and compounds that may help lower cholesterol. | english cucumber (positive): High in water, fiber, and potassium, which helps with hydration and blood pressure management. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | soy sauce (negative): Extremely high in sodium, which contributes to high blood pressure. | white rice (negative): A refined grain with a high glycemic index, linked to increased risk of metabolic syndrome. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | gochujang (negative): Typically very high in sodium and added sugars, which are risk factors for high blood pressure and cardiovascular disease. | beef top round steak (negative): A very lean cut of red meat; while lower in saturated fat, high consumption of red meat is linked to cardiovascular risk. | spinach (positive): Rich in nitrates, potassium, and antioxidants, which help lower blood pressure and improve blood vessel function. | sesame oil (positive): Rich in unsaturated fats, which are beneficial for cholesterol levels and overall heart health."
Indonesian Chicken Skewers with Peanut Sauce (Satay Ayam),4,4,1,0,"chicken thigh (negative): Dark meat, which is higher in saturated fat than chicken breast, especially when consumed with the skin. | peanut butter (negative): Commercial varieties often contain added sugars, sodium, and unhealthy hydrogenated oils, which can increase LDL cholesterol and blood pressure. | kecap manis (negative): Very high in added sugar and sodium, both of which are detrimental to cardiovascular health. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | dark brown sugar (negative): A form of added sugar that contributes to cardiovascular risk factors when consumed in excess. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | lime juice (positive): Source of vitamin C and antioxidants; can be used as a salt substitute to lower sodium intake. | sunflower seed oil (positive): High in unsaturated fats (polyunsaturated and monounsaturated) and vitamin E, which can help lower LDL cholesterol and reduce inflammation."
Tembleque de Coco (Coconut Tembleque),3,2,2,0,"ginger (positive): Contains anti-inflammatory and antioxidant compounds that may help lower blood pressure and cholesterol. | evaporated milk (negative): A concentrated source of dairy fat, contributing saturated fat and calories to the diet. | milk (negative): Unless specified as low-fat, milk (especially whole or 2%) is a significant source of saturated fat. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | cinnamon (positive): Has anti-inflammatory properties and may help lower blood sugar, cholesterol, and triglycerides. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | lime zest (positive): Contains beneficial flavonoids and fiber."
Speculaas Cookies or Spicy Sinterklass Cakes,3,5,2,0,"ginger (positive): Contains anti-inflammatory and antioxidant compounds that may help lower blood pressure and cholesterol. | baking powder (negative): Contains sodium, which can contribute to high blood pressure when consumed in excess. | milk (negative): Unless specified as low-fat, milk (especially whole or 2%) is a significant source of saturated fat. | dark brown sugar (negative): A form of added sugar that contributes to cardiovascular risk factors when consumed in excess. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | cinnamon (positive): Has anti-inflammatory properties and may help lower blood sugar, cholesterol, and triglycerides. | almond (positive): Rich in monounsaturated fats, fiber, and vitamin E, which help lower LDL (bad) cholesterol and support heart health. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | candied citron (negative): High in added sugar, which contributes to risk factors like high triglycerides, inflammation, and obesity. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease."
The Amazing Swedish Meatball,6,7,1,0,"bread crumb (negative): Typically made from refined white bread, which lacks fiber and can negatively impact blood sugar and heart health risk factors. | parsley (positive): Rich in vitamin K and antioxidants, which support heart and blood vessel health. | sour cream (negative): High in saturated fat. | milk (negative): Unless specified as low-fat, milk (especially whole or 2%) is a significant source of saturated fat. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | beef (negative): Can be high in saturated fat, which raises LDL (bad) cholesterol. Lean cuts in moderation are a better choice. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | pork (negative): General term for a red meat that is often high in saturated fat, a risk factor for high cholesterol and heart disease. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | paprika (positive): Contains antioxidants like carotenoids, which help protect against oxidative stress. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
Perfect Baked Jerk Chicken,6,2,1,0,"ginger (positive): Contains anti-inflammatory and antioxidant compounds that may help lower blood pressure and cholesterol. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | dark brown sugar (negative): A form of added sugar that contributes to cardiovascular risk factors when consumed in excess. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | cayenne pepper (positive): Contains capsaicin, which may help improve circulation, reduce blood pressure, and lower cholesterol. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | cinnamon (positive): Has anti-inflammatory properties and may help lower blood sugar, cholesterol, and triglycerides. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess. | onion powder (positive): A concentrated source of onion's beneficial compounds, like antioxidants."
Swedish Hard Tack,0,2,3,0,"baking soda (negative): Is a source of sodium (sodium bicarbonate), which can contribute to high blood pressure. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease."
Cuban Tamales,7,2,4,0,"oregano (positive): Rich in antioxidants that help combat inflammation and oxidative stress. | spanish chorizo sausage (very negative): A processed meat high in saturated fat and sodium, both strongly linked to increased risk of cardiovascular disease. | green olive (negative): Typically cured in brine, making them very high in sodium, which can increase blood pressure. | beef bouillon (very negative): Extremely high in sodium, which is a major contributor to high blood pressure. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | cumin (positive): A spice with anti-inflammatory and antioxidant properties. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | boneless country style pork rib (negative): Often a fatty cut of pork, high in saturated fat, which is a risk factor for heart disease. | masa harina (positive): A whole-grain corn flour that provides fiber, which is beneficial for heart health. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation."
Instant Pot Thai-Style Green Curry Chicken,8,6,1,0,"ginger (positive): Contains anti-inflammatory and antioxidant compounds that may help lower blood pressure and cholesterol. | chicken thigh (negative): Dark meat, which is higher in saturated fat than chicken breast, especially when consumed with the skin. | basil (positive): Rich in antioxidants and anti-inflammatory compounds that support cardiovascular health. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | dark brown sugar (negative): A form of added sugar that contributes to cardiovascular risk factors when consumed in excess. | jalapeno pepper (positive): Contains capsaicin, which has anti-inflammatory properties and may help improve circulation and lower blood pressure. | soy sauce (negative): Extremely high in sodium, which contributes to high blood pressure. | green curry paste (negative): Commercial pastes are typically very high in sodium, a major contributor to high blood pressure. | chicken broth (negative): Commercially prepared versions are typically very high in sodium. Low-sodium or homemade versions can be positive. | lime (positive): Source of vitamin C and antioxidants. | fish sauce (very negative): Extremely high in sodium, which is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | cilantro (positive): An herb rich in antioxidants and vitamins that can help reduce inflammation and oxidative stress. | snow pea (positive): A good source of fiber, vitamins, and minerals. | red bell pepper (positive): Rich in antioxidants, potassium, and vitamins A and C, which support heart health. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
Cap Cai,9,2,3,0,"carrot (positive): Excellent source of potassium, fiber, and antioxidants, which support healthy blood pressure and heart function. | broccoli (positive): High in fiber, vitamins, and antioxidants that are protective against heart disease. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | oyster sauce (negative): Typically very high in sodium, which contributes to high blood pressure. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | cauliflower (positive): Rich in fiber, vitamins, and antioxidants, which help reduce inflammation and support overall heart health. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | fish sauce (very negative): Extremely high in sodium, which is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | shrimp (positive): A good source of lean protein and omega-3 fatty acids; low in saturated fat. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess. | bok choy (positive): A nutrient-dense, low-calorie leafy green vegetable that is a key component of a heart-healthy diet."
Potato Plum Dumplings,2,3,3,0,"bread crumb (negative): Typically made from refined white bread, which lacks fiber and can negatively impact blood sugar and heart health risk factors. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease. | farina (negative): A refined wheat product that lacks the fiber of whole grains, leading to potential blood sugar spikes. | italian prune plum (positive): A good source of fiber, potassium, and antioxidants, which help manage cholesterol and blood pressure."
Kalbi (Marinated Beef Short Ribs),4,1,2,0,"garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | sesame seed (positive): A good source of fiber, healthy fats, and compounds that may help lower cholesterol. | soy sauce (negative): Extremely high in sodium, which contributes to high blood pressure. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | beef short rib (very negative): A very fatty cut of beef, extremely high in saturated fat. | sesame oil (positive): Rich in unsaturated fats, which are beneficial for cholesterol levels and overall heart health."
Manjar (Dulce de Leche) from Scratch,0,2,1,0,"baking soda (negative): Is a source of sodium (sodium bicarbonate), which can contribute to high blood pressure. | milk (negative): Unless specified as low-fat, milk (especially whole or 2%) is a significant source of saturated fat. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease."
Brazilian Crispy Cheese Bread,2,1,1,0,"parmesan cheese (negative): Very high in sodium and saturated fat, which can negatively impact blood pressure and cholesterol. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat."
Beef Stroganoff with Noodles,4,4,3,0,"beef stew meat (negative): Often from fatty cuts like chuck, making it high in saturated fat. | sour cream (negative): High in saturated fat. | bacon (very negative): Extremely high in saturated fat and sodium, and is a processed meat linked to increased cardiovascular disease risk. | seasoning salt (very negative): Its primary ingredient is salt, making it extremely high in sodium. | mushroom (positive): Low in calories and sodium, and a good source of potassium and antioxidants. | celery (positive): Contains potassium and compounds that may help lower blood pressure; it is also low in calories. | beef broth (negative): Commercial versions are typically very high in sodium, which can raise blood pressure. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
Mofongo,4,0,2,0,"fried pork skin (very negative): Extremely high in saturated fat and sodium, which contribute to high cholesterol and blood pressure. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | green plantain (positive): Good source of potassium and fiber, which help control blood pressure. | canola oil (positive): High in monounsaturated fats and a source of omega-3s, which can help lower LDL (bad) cholesterol."
Authentic Saag Paneer,9,1,2,0,"fenugreek leaf (positive): Rich in antioxidants and may help manage blood sugar and cholesterol levels. | ginger (positive): Contains anti-inflammatory and antioxidant compounds that may help lower blood pressure and cholesterol. | garam masala (positive): A blend of spices with antioxidant and anti-inflammatory properties. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | heavy whipping cream (very negative): Extremely high in saturated fat, which significantly raises LDL (bad) cholesterol levels. | cayenne pepper (positive): Contains capsaicin, which may help improve circulation, reduce blood pressure, and lower cholesterol. | paneer (negative): A source of saturated fat, which can increase LDL (bad) cholesterol levels. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | cumin seed (positive): A spice with anti-inflammatory and antioxidant properties. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | spinach (positive): Rich in nitrates, potassium, and antioxidants, which help lower blood pressure and improve blood vessel function. | canola oil (positive): High in monounsaturated fats and a source of omega-3s, which can help lower LDL (bad) cholesterol."
South African Instant Milk Tart,2,4,2,0,"cake flour (negative): A refined carbohydrate, which can contribute to elevated triglycerides and other risk factors when consumed in excess. | graham cracker (negative): Made with refined flour and added sugar, offering little nutritional value and contributing to high blood sugar. | milk (negative): Unless specified as low-fat, milk (especially whole or 2%) is a significant source of saturated fat. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | cinnamon sugar (negative): Primarily consists of sugar, which is detrimental to cardiovascular health, negating the minor benefits of cinnamon. | cinnamon stick (positive): Has anti-inflammatory properties and may help lower blood sugar, cholesterol, and triglycerides. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease."
Crispy Fried Smelts,1,2,1,0,"salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess. | smelt (positive): An oily fish rich in heart-healthy omega-3 fatty acids. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk."
Rabbit Fricassee Cuban-Style,13,3,1,0,"green bell pepper (positive): Rich in antioxidants, including vitamin C, which help reduce inflammation and oxidative stress. | potato (positive): Good source of potassium, which helps manage blood pressure. | saffron powder (positive): Contains antioxidants that may help lower cholesterol and blood pressure. | green olive (negative): Typically cured in brine, making them very high in sodium, which can increase blood pressure. | baby pea (positive): Rich in fiber and plant-based protein, which can help manage cholesterol and blood pressure. | rabbit (positive): A lean source of protein, low in saturated fat compared to red meat. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | cumin (positive): A spice with anti-inflammatory and antioxidant properties. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | raisin (positive): Good source of fiber and potassium, but should be consumed in moderation due to high sugar content. | white wine (negative): Excessive alcohol intake can lead to high blood pressure, heart failure, and stroke. | caper (negative): Typically preserved in brine, making them very high in sodium, which can raise blood pressure. | lemon juice (positive): Source of vitamin C and antioxidants; can be used as a salt substitute to lower sodium intake. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation."
Punjabi Chicken in Thick Gravy,8,3,1,0,"garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | garam masala (positive): A blend of spices with antioxidant and anti-inflammatory properties. | chicken leg (negative): Dark meat with skin, which is higher in saturated fat and cholesterol compared to breast meat. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | serrano chile pepper (positive): Contains capsaicin, which may have benefits for blood pressure and cholesterol. | ghee (negative): A form of clarified butter that is very high in saturated fat, which can raise LDL (bad) cholesterol. | cilantro (positive): An herb rich in antioxidants and vitamins that can help reduce inflammation and oxidative stress. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | ginger root (positive): Contains gingerol, which has anti-inflammatory and antioxidant properties that may help lower blood pressure and cholesterol. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | cumin seed (positive): A spice with anti-inflammatory and antioxidant properties. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
Best Bobotie,5,5,1,0,"apricot jam (negative): Typically very high in added sugar, which can contribute to weight gain, inflammation, and elevated triglycerides. | ground beef (negative): A red meat high in saturated fat, which can raise LDL (bad) cholesterol. | milk (negative): Unless specified as low-fat, milk (especially whole or 2%) is a significant source of saturated fat. | curry powder (positive): A blend of spices (like turmeric and cumin) with anti-inflammatory and antioxidant benefits. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | chutney (negative): Typically very high in added sugar and often sodium, which can negatively impact heart health. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | raisin (positive): Good source of fiber and potassium, but should be consumed in moderation due to high sugar content. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
Greek Baklava,3,1,2,0,"butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease. | honey (negative): A form of added sugar; high intake can lead to weight gain, increased triglycerides, and other cardiovascular risks. | cinnamon (positive): Has anti-inflammatory properties and may help lower blood sugar, cholesterol, and triglycerides. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | nut (positive): Rich in unsaturated fats, fiber, and plant sterols, which help lower bad cholesterol."
Coconut Coconut Milk Cake,1,2,3,0,"baking powder (negative): Contains sodium, which can contribute to high blood pressure when consumed in excess. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease."
Agua de Jamaica (Iced Hibiscus Tea),3,1,1,0,"cinnamon stick (positive): Has anti-inflammatory properties and may help lower blood sugar, cholesterol, and triglycerides. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | hibiscus petal (positive): Studies suggest hibiscus, often consumed as tea, can help lower blood pressure. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | piloncillo (negative): A form of concentrated sugar; excessive sugar intake is linked to obesity, inflammation, and high triglycerides."
Vietnamese Caramel Chicken,4,2,2,0,"chicken thigh (negative): Dark meat, which is higher in saturated fat than chicken breast, especially when consumed with the skin. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | jalapeno pepper (positive): Contains capsaicin, which has anti-inflammatory properties and may help improve circulation and lower blood pressure. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | fish sauce (very negative): Extremely high in sodium, which is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
Kate's Easy German Sauerbraten,10,1,3,0,"carrot (positive): Excellent source of potassium, fiber, and antioxidants, which support healthy blood pressure and heart function. | gingersnap cookie (very negative): High in refined sugar, refined flour, and often contains unhealthy fats, which contribute to inflammation, high blood sugar, and poor cholesterol levels. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | peppercorn (positive): Contains piperine, an antioxidant with anti-inflammatory properties that may benefit heart health. | cider vinegar (positive): May help improve blood sugar control and cholesterol levels, contributing to better cardiovascular health. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | red wine (positive): Moderate consumption may be beneficial due to antioxidants like resveratrol, but excessive intake is harmful. | juniper berry (positive): Used in small amounts as a spice, it contains antioxidants and flavonoids that may have a beneficial effect. | celery (positive): Contains potassium and compounds that may help lower blood pressure; it is also low in calories. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | beef chuck roast (negative): A fatty cut of red meat, high in saturated fat which can raise LDL ('bad') cholesterol levels. | lemon (positive): Excellent source of vitamin C and antioxidants, which help protect blood vessels from damage."
Ajiaco (Beef and Pepper Stew),12,2,1,0,"parsley (positive): Rich in vitamin K and antioxidants, which support heart and blood vessel health. | chipotle chile powder (positive): Contains capsaicin from ground chiles, which may improve cardiovascular markers like blood pressure and cholesterol. | shallot (positive): Contains antioxidants and compounds that may help lower blood pressure and cholesterol. | roast beef (negative): Red meat is a source of saturated fat, which can raise LDL cholesterol. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | cumin (positive): A spice with anti-inflammatory and antioxidant properties. | beef broth (negative): Commercial versions are typically very high in sodium, which can raise blood pressure. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | oregano (positive): Rich in antioxidants that help combat inflammation and oxidative stress. | baby red potato (positive): A good source of potassium, which helps regulate blood pressure. Best consumed with the skin on. | red bell pepper (positive): Rich in antioxidants, potassium, and vitamins A and C, which support heart health. | canola oil (positive): High in monounsaturated fats and a source of omega-3s, which can help lower LDL (bad) cholesterol."
Coxinhas (Brazilian Chicken Croquettes),6,4,3,0,"parsley (positive): Rich in vitamin K and antioxidants, which support heart and blood vessel health. | bread crumb (negative): Typically made from refined white bread, which lacks fiber and can negatively impact blood sugar and heart health risk factors. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | chicken breast half (positive): An excellent source of lean protein, low in saturated fat. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | frying (very negative): A cooking method that adds large amounts of unhealthy fats and calories, and can create harmful compounds. | chicken broth (negative): Commercially prepared versions are typically very high in sodium. Low-sodium or homemade versions can be positive. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease. | green olive (negative): Typically cured in brine, making them very high in sodium, which can increase blood pressure."
My Own Famous Stuffed Grape Leaves,5,2,0,0,"long grain white rice (negative): A refined carbohydrate, which lacks the fiber of whole grains. | grape leaf (positive): A low-calorie source of fiber and micronutrients, often used in heart-healthy Mediterranean dishes. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | mint leaf (positive): A herb that contains beneficial antioxidants. | lemon juice (positive): Source of vitamin C and antioxidants; can be used as a salt substitute to lower sodium intake. | chicken broth (negative): Commercially prepared versions are typically very high in sodium. Low-sodium or homemade versions can be positive. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation."
Horseradish Beets (Chrin),2,0,0,0,"beet (positive): Rich in dietary nitrates, which can help lower blood pressure and improve blood flow. | horseradish (positive): Contains antioxidant and anti-inflammatory compounds."
Chef John's Patatas Bravas,9,2,1,0,"chipotle pepper (positive): Contains capsaicin, which has anti-inflammatory properties and may help improve blood pressure and cholesterol levels. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | cayenne pepper (positive): Contains capsaicin, which may help improve circulation, reduce blood pressure, and lower cholesterol. | paprika (positive): Contains antioxidants like carotenoids, which help protect against oxidative stress. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | cumin (positive): A spice with anti-inflammatory and antioxidant properties. | smoked paprika (positive): A spice that provides flavor and antioxidants without adding sodium. | sherry vinegar (positive): Can help with blood sugar control and adds flavor without sodium or fat. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | mayonnaise (negative): High in calories, fat, and often sodium. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
