menu_title,positive,negative,very_negative,neutral,reasoning
Indian Saag,4,3,1,0,"garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | cumin (positive): A salt-free way to add flavor to food. | mustard green (negative): High in potassium, which often needs to be limited. | cumin seed (positive): A salt-free way to add flavor to food. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | spinach (negative): Very high in potassium, which needs to be limited in most kidney diets. | turmeric (positive): Contains curcumin, which has anti-inflammatory properties that may be beneficial."
Leche Asada,2,3,0,0,"milk (negative): High in potassium and phosphorus. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | cinnamon stick (positive): A salt-free spice that adds flavor and may help with blood sugar control. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | lemon (positive): An excellent way to add flavor to foods and drinks without sodium. It is also low in potassium."
Homemade Arepas,1,0,1,0,"salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease."
Bayy's Special Jamaican-Style Oxtail,6,2,3,0,"scallion (positive): A low-potassium vegetable that can add flavor to dishes without adding salt. | beef oxtail (negative): Red meat is a source of high biological value protein, but it is also high in phosphorus and potassium, which are restricted in a renal diet. | browning sauce (very negative): Extremely high in sodium and may contain phosphorus additives. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | butter bean (negative): Beans are high in potassium and phosphorus. | beef broth (very negative): Commercially prepared broths are typically very high in sodium. They also contain potassium and phosphorus. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | ginger root (positive): Anti-inflammatory properties and generally low in potassium. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | tomato paste (very negative): A highly concentrated source of potassium. | thyme (positive): Herb that provides flavor without adding sodium."
Peruvian Potato-Chicken Salad (Causa Rellena),8,5,3,0,"carrot (negative): Contains a significant amount of potassium and should be eaten in limited quantities. | aji amarillo chile paste (negative): Concentrated peppers are a significant source of potassium. | green pea (negative): Contains moderate levels of potassium and phosphorus, which should be limited. | red pepper (positive): Assuming red bell pepper, which is low in potassium and high in vitamins. | sour cream (negative): High in phosphorus and potassium. | avocado (very negative): Extremely high in potassium. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | cayenne pepper (positive): A spice that can add flavor to food without adding sodium. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | cilantro (positive): A low-potassium herb that adds flavor without sodium. | lime juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | lime (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | yukon gold potato (very negative): Extremely high in potassium. While leaching can help, it remains a high-risk food. | mayonnaise (negative): High in sodium and fat; may contain phosphate additives."
Cuban Black Beans II,7,2,2,0,"garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | black bean (negative): High in both potassium and phosphorus, which are typically restricted in a renal diet. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | green bell pepper (positive): A low-potassium vegetable and a good source of vitamins. | vinegar (positive): Can be used as a salt-free flavor enhancer, helping to reduce sodium intake. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | pimento (positive): A type of red pepper that is low in potassium. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | tomato paste (very negative): A highly concentrated source of potassium. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease."
Brigadeiro,0,3,1,0,butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | sprinkle (negative): Primarily sugar and may contain phosphate-based additives. | unsweetened cocoa (negative): High in potassium and phosphorus. | sweetened condensed milk (very negative): Very high in both sugar and phosphorus from the milk.
Peruvian Aji Verde,4,1,0,0,"garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | cilantro (positive): A low-potassium herb that adds flavor without sodium. | lime (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | extra virgin olive oil (positive): A healthy fat that is free of sodium, potassium, and phosphorus. | mayonnaise (negative): High in sodium and fat; may contain phosphate additives."
Kimchi,6,0,2,0,"ginger (positive): Has anti-inflammatory properties and adds flavor without sodium. | green onion (positive): Low in sodium, potassium, and phosphorus. A good way to add flavor without salt. | white onion (positive): Low in potassium and excellent for adding flavor to dishes without using salt. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | korean chile powder (positive): Adds flavor to food without adding sodium, helping to reduce salt intake. | sea salt (very negative): Contains the same amount of sodium as table salt and must be strictly limited. | fish sauce (very negative): Extremely high in sodium. | napa cabbage (positive): A low-potassium vegetable, making it a good choice for a renal diet."
Hawaiian Coconut-Banana Bread,1,7,3,0,"banana (very negative): Famously high in potassium and one of the first fruits to be limited for kidney patients. | baking soda (very negative): Is sodium bicarbonate, making it extremely high in sodium. | coconut sugar (negative): High in sugar and contains more potassium than regular sugar. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | macadamia nut (negative): All nuts are high in phosphorus and potassium. While lower than some other nuts, they should still be limited. | coconut milk (negative): High in potassium and phosphorus. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | coconut flour (negative): High in potassium and phosphorus. | flaxseed meal (negative): High in phosphorus and potassium, which need to be restricted in a renal diet."
Canjica (Brazilian Hominy Pudding),3,4,1,0,"coconut (negative): High in potassium. | milk (negative): High in potassium and phosphorus. | coconut milk (negative): High in potassium and phosphorus. | cinnamon (positive): A salt-free spice that adds flavor and may help with blood sugar control. | cinnamon stick (positive): A salt-free spice that adds flavor and may help with blood sugar control. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | hominy (negative): Can be high in phosphorus if processed with phosphate additives. | sweetened condensed milk (very negative): Very high in both sugar and phosphorus from the milk."
Pickled Daikon Radish and Carrot,4,2,0,0,"carrot (negative): Contains a significant amount of potassium and should be eaten in limited quantities. | daikon radish (positive): A low-potassium vegetable. | distilled white vinegar (positive): A sodium-free way to add flavor and acidity to dishes. | cilantro (positive): A low-potassium herb that adds flavor without sodium. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | thai chile pepper (positive): Adds flavor without sodium, helping to reduce salt intake."
Chocolate Black Tea Cake,1,6,1,0,"bread crumb (negative): Often very high in sodium; check labels for low-sodium versions. | baking powder (very negative): Contains phosphate additives, which are a significant and easily absorbed source of phosphorus. | unsweetened cocoa powder (negative): High in potassium and phosphorus. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | hazelnut (negative): Nuts are high in potassium and phosphorus. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | black tea (negative): High in oxalates, which can contribute to kidney stones, and is a source of potassium."
Chicken Katsu,2,2,1,0,"oil (positive): A source of calories without sodium, potassium, or phosphorus. Olive oil has anti-inflammatory benefits. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | panko bread crumb (negative): Can be high in sodium and may contain phosphorus additives. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet."
Budin (Puerto Rican Bread Pudding),2,2,2,0,"evaporated milk (very negative): A concentrated source of dairy, making it very high in phosphorus and potassium. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | cinnamon stick (positive): A salt-free spice that adds flavor and may help with blood sugar control. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly."
Swedish Nuts,1,3,1,0,"pecan half (negative): Nuts are high in phosphorus and potassium. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | egg white (positive): An excellent source of high-quality protein that is low in phosphorus."
Haldi Ka Doodh (Hot Turmeric Milk),3,2,0,0,"ginger (positive): Has anti-inflammatory properties and adds flavor without sodium. | honey (negative): A source of sugar and potassium; should be consumed in moderation. | milk (negative): High in potassium and phosphorus. | cardamom (positive): A spice that can add flavor to food without adding sodium. | turmeric (positive): Contains curcumin, which has anti-inflammatory properties that may be beneficial."
Beef Pirozhki,6,5,2,0,"kosher salt (very negative): Is a source of pure sodium, which must be strictly limited to control blood pressure and fluid retention. | dill weed (positive): An herb that can add flavor to food without adding sodium. | parmesan cheese (very negative): Very high in sodium, phosphorus, and protein. | ground beef (negative): High in protein and phosphorus, which need to be carefully managed in a kidney diet. | oil (positive): A source of calories without sodium, potassium, or phosphorus. Olive oil has anti-inflammatory benefits. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | milk (negative): High in potassium and phosphorus. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | active dry yeast (negative): Contains a moderate amount of phosphorus, which should be limited in a renal diet."
Portuguese Sausage Soup,3,3,5,0,"carrot (negative): Contains a significant amount of potassium and should be eaten in limited quantities. | garbanzo bean (very negative): Also known as chickpeas, these beans are very high in potassium and phosphorus. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | kale (negative): Very high in potassium, which needs to be limited in most kidney disease diets. | sweet onion (positive): Low in potassium and provides excellent flavor without adding sodium. | linguica sausage (very negative): A processed sausage that is extremely high in sodium and often contains phosphorus additives. | celery (negative): Higher in sodium than most vegetables and contains a moderate amount of potassium. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | chorizo sausage (very negative): A processed meat, extremely high in sodium and phosphate additives. | yukon gold potato (very negative): Extremely high in potassium. While leaching can help, it remains a high-risk food. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets."
Cabbage and Kielbasa,4,1,3,0,"potato (very negative): Very high in potassium, a mineral that must be strictly limited for kidney patients. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | red wine vinegar (positive): A good way to add flavor without salt; low in sodium, potassium, and phosphorus. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | margarine (negative): Often high in sodium, unhealthy fats, and may contain phosphate additives. | kielbasa sausage (very negative): A processed meat that is extremely high in sodium and often contains phosphate additives. | savoy cabbage (positive): A low-potassium vegetable that is a good source of vitamins and fiber."
Instant Pot Filipino Chicken Adobo,5,1,1,0,"green onion (positive): Low in sodium, potassium, and phosphorus. A good way to add flavor without salt. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | soy sauce (very negative): Extremely high in sodium, which must be severely restricted in a kidney-friendly diet. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | distilled white vinegar (positive): A sodium-free way to add flavor and acidity to dishes. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | brown sugar (negative): Contains a significant amount of potassium compared to white sugar."
Apples in Pajamas,5,2,1,0,"granny smith apple (positive): A low-potassium fruit, which is a good choice for a kidney-friendly diet. | oil (positive): A source of calories without sodium, potassium, or phosphorus. Olive oil has anti-inflammatory benefits. | milk (negative): High in potassium and phosphorus. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | cinnamon (positive): A salt-free spice that adds flavor and may help with blood sugar control. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet."
Adas Polo (Persian Rice and Lentils),4,1,3,0,"date (negative): Very high in potassium, which can build up to dangerous levels in the blood. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | saffron (positive): A spice that adds flavor without adding sodium. | white rice (positive): Lower in phosphorus and potassium than brown rice, making it a preferred grain. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | raisin (very negative): Dried fruit that is extremely high in potassium. | lentil (very negative): Extremely high in both potassium and phosphorus, which must be restricted for most kidney patients."
Portuguese Kale Soup,2,2,4,0,"potato (very negative): Very high in potassium, a mineral that must be strictly limited for kidney patients. | kale (negative): Very high in potassium, which needs to be limited in most kidney disease diets. | cabbage (positive): Low in potassium, phosphorus, and sodium, making it an excellent choice for a kidney-friendly diet. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | chorizo sausage (very negative): A processed meat, extremely high in sodium and phosphate additives. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | white pea bean (very negative): A type of bean that is very high in both potassium and phosphorus. | beef soup bone (negative): Leaches high amounts of phosphorus and potassium into broths and soups, which should be avoided."
South African Melktert (Milk Tart),1,3,3,0,"baking powder (very negative): Contains phosphate additives, which are a significant and easily absorbed source of phosphorus. | milk (negative): High in potassium and phosphorus. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | egg white (positive): An excellent source of high-quality protein that is low in phosphorus. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | egg yolk (very negative): Very high in phosphorus and should be avoided or severely limited."
Ba'corn Cheese Corn,3,3,3,0,"green onion (positive): Low in sodium, potassium, and phosphorus. A good way to add flavor without salt. | sweet corn (negative): Higher in phosphorus and potassium than many other vegetables; portion control is important. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | bacon (very negative): A processed meat that is very high in sodium and often contains phosphorus additives. | cayenne pepper (positive): A spice that can add flavor to food without adding sodium. | mozzarella cheese (negative): High in sodium and phosphorus, which should be limited. | monterey jack cheese (very negative): High in both sodium and phosphorus, two minerals that need to be strictly limited in a renal diet. | heavy cream (negative): A dairy product that is high in phosphorus and potassium."
Rich and Creamy Potatoes au Gratin,2,1,3,0,"garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | gruyere cheese (very negative): Very high in sodium, phosphorus, and protein. | yukon gold potato (very negative): Extremely high in potassium. While leaching can help, it remains a high-risk food. | nutmeg (positive): A good salt-free spice for flavoring. | heavy cream (negative): A dairy product that is high in phosphorus and potassium."
Authentic Greek Moussaka,7,3,4,0,"parmesan cheese (very negative): Very high in sodium, phosphorus, and protein. | ground beef (negative): High in protein and phosphorus, which need to be carefully managed in a kidney diet. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | milk (negative): High in potassium and phosphorus. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | tomato sauce (very negative): Very high in potassium and typically very high in sodium. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | cinnamon (positive): A salt-free spice that adds flavor and may help with blood sugar control. | egg white (positive): An excellent source of high-quality protein that is low in phosphorus. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | eggplant (positive): A low-potassium vegetable, making it a good choice for a kidney-friendly diet. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | egg yolk (very negative): Very high in phosphorus and should be avoided or severely limited."
Greek Chicken,6,0,0,0,"garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | rosemary (positive): A salt-free herb that can be used to add flavor. | oregano (positive): A salt-free herb that is excellent for flavoring food. | lemon (positive): An excellent way to add flavor to foods and drinks without sodium. It is also low in potassium. | thyme (positive): Herb that provides flavor without adding sodium."
Coconut Sauce,0,2,0,0,coconut milk (negative): High in potassium and phosphorus. | brown sugar (negative): Contains a significant amount of potassium compared to white sugar.
Gujarati Kadhi,7,1,1,0,"cilantro leaf (positive): A low-potassium herb that adds flavor without sodium. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | red chile pepper (positive): Low in potassium and can be used to add flavor instead of salt. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | ginger root (positive): Anti-inflammatory properties and generally low in potassium. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | cumin seed (positive): A salt-free way to add flavor to food. | mustard seed (positive): Can be used to add flavor without adding sodium. | turmeric (positive): Contains curcumin, which has anti-inflammatory properties that may be beneficial."
Tava or Turkish Stew,4,2,2,0,"garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | mushroom (negative): Typically high in potassium, which needs to be limited. | mozzarella cheese (negative): High in sodium and phosphorus, which should be limited. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | roasted red bell pepper (positive): Red bell peppers are an excellent low-potassium vegetable choice. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets."
Vienna Schnitzel,1,4,1,0,"bread crumb (negative): Often very high in sodium; check labels for low-sodium versions. | pork sirloin (negative): High in protein and phosphorus, which should be limited in a kidney-friendly diet. | oil (positive): A source of calories without sodium, potassium, or phosphorus. Olive oil has anti-inflammatory benefits. | milk (negative): High in potassium and phosphorus. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention."
Asian Garlic Beef Cubes (Vietnamese Bo Luc Lac or Shaking Beef),3,2,4,0,"garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | oyster sauce (very negative): Extremely high in sodium. | soy sauce (very negative): Extremely high in sodium, which must be severely restricted in a kidney-friendly diet. | beef tenderloin (negative): Red meat is a source of high biological value protein, but it is also high in phosphorus and potassium, which are restricted in a renal diet. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | dark soy sauce (very negative): Extremely high in sodium, which can increase blood pressure and fluid retention, straining the kidneys. | lemon juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | fish sauce (very negative): Extremely high in sodium. | cabernet sauvignon wine (negative): Alcohol should be limited or avoided as it can dehydrate and raise blood pressure."
Traci's Adobo Seasoning,5,1,1,0,"salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | paprika (positive): A salt-free spice that is excellent for flavoring food. | chili powder (negative): Commercial chili powders are often high in sodium. | cumin (positive): A salt-free way to add flavor to food. | garlic powder (positive): A good salt-free seasoning to add flavor to food. | oregano (positive): A salt-free herb that is excellent for flavoring food. | onion powder (positive): A good salt-free alternative for adding flavor to food."
Thit Kho (Caramelized Pork Belly),1,1,2,0,"garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | coconut water (very negative): Extremely high in potassium, which can be dangerous for damaged kidneys. | fish sauce (very negative): Extremely high in sodium."
Spicy Potato Noodles (Bataka Sev),4,1,2,0,"ginger (positive): Has anti-inflammatory properties and adds flavor without sodium. | potato (very negative): Very high in potassium, a mineral that must be strictly limited for kidney patients. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | deep frying (negative): This cooking method adds excessive fat, which can worsen cardiovascular health, a major concern for individuals with kidney disease. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | turmeric (positive): Contains curcumin, which has anti-inflammatory properties that may be beneficial."
Avocado and Tuna Tapas,2,2,2,0,"solid white tuna (negative): High in protein and phosphorus; canned versions are typically very high in sodium. | green onion (positive): Low in sodium, potassium, and phosphorus. A good way to add flavor without salt. | avocado (very negative): Extremely high in potassium. | red bell pepper (positive): Low in potassium and an excellent source of vitamins A and C. | garlic salt (very negative): A combination of garlic powder and salt, making it very high in sodium. | mayonnaise (negative): High in sodium and fat; may contain phosphate additives."
Easy Pavlova,3,2,0,0,"kiwi (negative): Very high in potassium. | lemon juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | cornstarch (positive): Low in protein, sodium, potassium, and phosphorus; a good thickener for sauces. | heavy cream (negative): A dairy product that is high in phosphorus and potassium. | egg white (positive): An excellent source of high-quality protein that is low in phosphorus."
Mandelmakronen (Almond Meringues),2,1,1,0,"almond flour (very negative): Concentrated almonds are very high in potassium, phosphorus, and oxalates. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | egg white (positive): An excellent source of high-quality protein that is low in phosphorus. | cinnamon (positive): A salt-free spice that adds flavor and may help with blood sugar control."
Norwegian Sour Cream and Raisin Pie,3,4,3,0,"pie crust (negative): Often high in sodium and may contain phosphorus additives. | baking powder (very negative): Contains phosphate additives, which are a significant and easily absorbed source of phosphorus. | sour cream (negative): High in phosphorus and potassium. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | cinnamon (positive): A salt-free spice that adds flavor and may help with blood sugar control. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | raisin (very negative): Dried fruit that is extremely high in potassium. | nutmeg (positive): A good salt-free spice for flavoring. | white vinegar (positive): A good way to add flavor to foods without adding sodium, potassium, or phosphorus."
Polish Egg Bread,1,5,1,0,"milk (negative): High in potassium and phosphorus. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | active dry yeast (negative): Contains a moderate amount of phosphorus, which should be limited in a renal diet."
Oktoberfest Chicken and Red Cabbage,6,2,3,0,"red onion (positive): Low in potassium and a good source of flavonoids like quercetin. | red cabbage (positive): A low-potassium vegetable rich in vitamins and antioxidants. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | bacon (very negative): A processed meat that is very high in sodium and often contains phosphorus additives. | red wine (negative): Alcohol should be consumed in moderation, and wine contains potassium. | cinnamon (positive): A salt-free spice that adds flavor and may help with blood sugar control. | red wine vinegar (positive): A good way to add flavor without salt; low in sodium, potassium, and phosphorus. | bacon dripping (very negative): High in sodium and unhealthy fats. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | brown sugar (negative): Contains a significant amount of potassium compared to white sugar. | apple (positive): Low in potassium and a good source of fiber, making it a kidney-friendly fruit."
Jamaican Saltfish Fritters (Stamp and Go),3,1,2,0,"baking powder (very negative): Contains phosphate additives, which are a significant and easily absorbed source of phosphorus. | frying (negative): This cooking method adds significant unhealthy fat and can create harmful compounds (AGEs) linked to kidney damage. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets."
Spanish Omelette,2,1,3,0,"potato (very negative): Very high in potassium, a mineral that must be strictly limited for kidney patients. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets."
Shrimp Egg Foo Young,4,4,1,0,"green onion (positive): Low in sodium, potassium, and phosphorus. A good way to add flavor without salt. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | soy sauce (very negative): Extremely high in sodium, which must be severely restricted in a kidney-friendly diet. | garlic powder (positive): A good salt-free seasoning to add flavor to food. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | chinese cooking wine (negative): Very high in sodium. | cornstarch (positive): Low in protein, sodium, potassium, and phosphorus; a good thickener for sauces. | bean sprout (positive): Low in potassium and phosphorus, making it a good addition to meals. | shrimp (negative): High in phosphorus and often prepared with high amounts of sodium."
Linguica (Smoked Portuguese Sausage),5,3,2,0,"red table wine (negative): Alcohol should be consumed in moderation, and wine contains potassium. | powdered milk (very negative): A concentrated source of dairy, making it very high in both phosphorus and potassium. | hickory flavored liquid smoke (negative): Can be very high in sodium. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | cider vinegar (positive): A low-sodium, low-potassium, and low-phosphorus way to add flavor. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | cayenne pepper (positive): A spice that can add flavor to food without adding sodium. | red pepper (positive): Assuming red bell pepper, which is low in potassium and high in vitamins. | hog casing (negative): Used for sausages and is typically high in sodium. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking."
Chai Tea Latte,1,3,0,0,"honey (negative): A source of sugar and potassium; should be consumed in moderation. | milk (negative): High in potassium and phosphorus. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease."
Pork Sinigang,3,0,2,0,"ginger (positive): Has anti-inflammatory properties and adds flavor without sodium. | tamarind soup base (very negative): Likely to be very high in both sodium and potassium (from tamarind). | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt."
